"hour","N2O_flux","norm_flux","dataset"
0.102,53.009,0.484693534279755,"N2O_242"
1.226,48.534,0.183610307474938,"N2O_242"
2.553,45.805,0,"N2O_242"
4.596,48.507,0.181793715938909,"N2O_242"
5.311,49.666,0.259772589652156,"N2O_242"
7.762,50.617,0.32375698042118,"N2O_242"
10.009,52.346,0.440086119895041,"N2O_242"
10.621,53.7,0.531184821368499,"N2O_242"
11.949,57.379,0.778712238444459,"N2O_242"
13.379,60.668,1,"N2O_242"
15.523,59.874,0.946578752607145,"N2O_242"
16.136,58.704,0.867859786045886,"N2O_242"
17.362,54.423,0.579829105833277,"N2O_242"
19.098,52.078,0.422054766870753,"N2O_242"
20.426,55.951,0.682634730538922,"N2O_242"
22.06,55.55,0.65565498217049,"N2O_242"
22.979,51.27,0.367691583125883,"N2O_242"
