"hour","N2O_flux","norm_flux","dataset"
0,24.009,0.0900479840468624,"N2O_159"
0.9939,24.81,0.139963856172493,"N2O_159"
1.9864,23.52,0.0595749984420764,"N2O_159"
2.9665,22.564,0,"N2O_159"
4.0122,22.82,0.0159531376581293,"N2O_159"
5.0103,23.895,0.0829438524334766,"N2O_159"
5.9707,25.934,0.210008101202717,"N2O_159"
6.9843,29.269,0.417835109366237,"N2O_159"
7.9802,29.075,0.405745622234686,"N2O_159"
8.9741,27.553,0.310899233501589,"N2O_159"
9.9829,31.302,0.544525456471615,"N2O_159"
10.9898,34.076,0.717392659064,"N2O_159"
12,38.611,1,"N2O_159"
12.981,33.812,0.700940985854054,"N2O_159"
13.9965,33.275,0.667476786938369,"N2O_159"
15,33.669,0.692029662865333,"N2O_159"
15.9959,33.898,0.706300243036082,"N2O_159"
16.9802,34.371,0.735776157537235,"N2O_159"
17.9966,33.955,0.709852308842774,"N2O_159"
19.0068,31.11,0.532560603228018,"N2O_159"
19.9932,27.512,0.308344238798529,"N2O_159"
20.9837,31.135,0.534118526827445,"N2O_159"
21.9897,27.872,0.330778338630274,"N2O_159"
22.9706,25.872,0.206144450676139,"N2O_159"
