"hour","N2O_flux","norm_flux","dataset"
0.1,19.775,0,"N2O_204"
2.2,30.488,0.0754675777535135,"N2O_204"
4.6,33.606,0.097432284879011,"N2O_204"
6.3,34.42,0.103166496424923,"N2O_204"
7.8,47.395,0.194568701349019,"N2O_204"
8.3,47.411,0.194681413123877,"N2O_204"
9.5,33.001,0.0931703708921841,"N2O_204"
10.2,31.502,0.0826106864851538,"N2O_204"
11.5,43.71,0.168609770701983,"N2O_204"
13.2,58.213,0.27077595012504,"N2O_204"
14.2,67.37,0.33528230777359,"N2O_204"
14.5,109.965,0.635342185903984,"N2O_204"
15.1,138.881,0.839040541016519,"N2O_204"
16.2,161.73,1,"N2O_204"
17.5,147.323,0.898510091226093,"N2O_204"
18.7,131.391,0.78627734141101,"N2O_204"
19.7,137.506,0.82935437286464,"N2O_204"
21.1,152.76,0.936810961220105,"N2O_204"
22.7,153.571,0.942524039308232,"N2O_204"
23.8,136.115,0.819555492937903,"N2O_204"
