"hour","N2O_flux","norm_flux","dataset"
0.192,42.947,0,"N2O_180"
2.011,50.235,0.136372141761162,"N2O_180"
3.627,57.526,0.27280041914599,"N2O_180"
3.928,62.404,0.364076943228173,"N2O_180"
5.955,61.954,0.355656599678156,"N2O_180"
8.385,63.937,0.392762246921897,"N2O_180"
8.89,67.59,0.461116724673478,"N2O_180"
10.406,73.663,0.574753938849594,"N2O_180"
11.616,82.591,0.741813554881928,"N2O_180"
12.826,91.113,0.901276149844692,"N2O_180"
13.532,96.389,1,"N2O_180"
15.46,91.871,0.915459750757831,"N2O_180"
17.086,84.51,0.777721642154111,"N2O_180"
19.32,77.135,0.639721567306613,"N2O_180"
21.148,70.584,0.517140077092923,"N2O_180"
