"hour","N2O_flux","norm_flux","dataset"
0.0658,18.6063,0.098352565,"N2O_120"
1.2101,18.1247,0.016389258,"N2O_120"
2.9986,18.0284,0,"N2O_120"
4.7397,18.4137,0.065574049,"N2O_120"
5.8371,18.9916,0.163926614,"N2O_120"
6.9824,19.7622,0.295074713,"N2O_120"
8.08,20.6291,0.44261207,"N2O_120"
9.1775,21.3997,0.573760169,"N2O_120"
10.2751,22.1703,0.704908268,"N2O_120"
11.3726,22.9409,0.836056367,"N2O_120"
12.5177,23.4225,0.918019674,"N2O_120"
13.6625,23.7231,0.969178665,"N2O_120"
14.712,23.9042,1,"N2O_120"
15.8088,23.7115,0.967204466,"N2O_120"
16.9531,23.3262,0.901630416,"N2O_120"
18.0973,22.652,0.786888594,"N2O_120"
19.1937,21.8814,0.655740495,"N2O_120"
20.2424,21.1108,0.524592396,"N2O_120"
21.2911,20.3402,0.393444297,"N2O_120"
22.3874,19.5696,0.262296198,"N2O_120"
23.4839,18.8953,0.147537357,"N2O_120"
