"hour","N2O_flux","norm_flux","dataset"
0.302,45.24,0.0123967817065424,"N2O_243"
1.018,44.069,0,"N2O_243"
2.345,44.447,0.00400169383866187,"N2O_243"
3.162,45.217,0.012153292398899,"N2O_243"
5.305,46.365,0.024306584797798,"N2O_243"
6.734,47.713,0.0385771755240313,"N2O_243"
7.141,49.068,0.0529218716917213,"N2O_243"
8.97,60.51,0.174052508998518,"N2O_243"
9.374,65.167,0.223353800550498,"N2O_243"
9.779,70.018,0.274708871479992,"N2O_243"
10.585,82.827,0.410311242854118,"N2O_243"
11.29,94.278,0.531537158585645,"N2O_243"
11.69,103.789,0.632225280542028,"N2O_243"
12.395,116.405,0.765784459030277,"N2O_243"
12.796,125.139,0.858246876984967,"N2O_243"
13.098,130.379,0.913720093161126,"N2O_243"
13.4,135.231,0.965085750582257,"N2O_243"
13.806,138.529,1,"N2O_243"
14.727,135.415,0.967033665043405,"N2O_243"
15.036,132.694,0.938227821300021,"N2O_243"
15.449,127.836,0.886798644929071,"N2O_243"
15.759,122.979,0.835380055049757,"N2O_243"
16.275,117.15,0.773671395299598,"N2O_243"
16.484,111.129,0.709930129155198,"N2O_243"
16.896,107.436,0.67083421554097,"N2O_243"
17.41,102.772,0.621458818547533,"N2O_243"
18.027,98.107,0.57207283506246,"N2O_243"
18.746,93.441,0.522676265085751,"N2O_243"
19.463,90.522,0.491774295998306,"N2O_243"
20.386,86.243,0.446474698284988,"N2O_243"
21.513,81.962,0.401153927588397,"N2O_243"
21.923,80.405,0.3846707601101,"N2O_243"
22.948,76.319,0.341414355282659,"N2O_243"
23.871,71.846,0.294060978191827,"N2O_243"
