"x","Curve1"
0.8116,18.3621
2.8986,17.7586
4.7536,17.4138
6.4928,17.4138
7.0725,18.9655
8.2319,22.069
10.2029,22.9741
13.1014,23.9224
15.0725,24.3534
16,24.9569
17.2754,24.1379
18.3188,22.2414
19.4783,20.9483
20.058,20
20.9855,19.4828
22.1449,18.7931
23.3043,18.4914
