"hour","N2O_flux","norm_flux","dataset"
0.9766,232.566,0,"N2O_228"
1.9838,250.281,0.0741635407595954,"N2O_228"
3.0105,325.647,0.38968199477527,"N2O_228"
4.0058,310.6,0.326687989818474,"N2O_228"
4.9747,374.256,0.593182731596222,"N2O_228"
6.0429,334.851,0.428214381405318,"N2O_228"
6.989,332.573,0.418677573849554,"N2O_228"
7.9961,358.856,0.528710898251725,"N2O_228"
9.0032,350.867,0.495265088083596,"N2O_228"
10.0104,375.437,0.598126967646862,"N2O_228"
11.0175,384.584,0.636420724763882,"N2O_228"
11.9636,450.28,0.911455891218434,"N2O_228"
13.0013,456.571,0.93779305378793,"N2O_228"
14.0389,471.43,1,"N2O_228"
15.0156,424.028,0.80155234777949,"N2O_228"
16.0227,367.486,0.564840243820751,"N2O_228"
16.9993,381.203,0.622266226806886,"N2O_228"
18.0065,370.929,0.5792543037042,"N2O_228"
19.0136,349.231,0.488416002411414,"N2O_228"
20.0208,387.509,0.648666186616652,"N2O_228"
21.0279,344.677,0.469350760265256,"N2O_228"
22.0045,295.561,0.263727476723156,"N2O_228"
23.0117,336.695,0.435934255475919,"N2O_228"
23.9883,280.725,0.201616819612834,"N2O_228"
