"hour","N2O_flux","norm_flux","dataset"
0.125,-3.42,0.475121134,"N2O_283"
0.6875,-9.016,0.398308923,"N2O_283"
1.1875,14.301,0.718364378,"N2O_283"
1.6875,1.554,0.543395605,"N2O_283"
2.1875,20.207,0.799431732,"N2O_283"
2.6875,14.301,0.718364378,"N2O_283"
3.1875,3.731,0.573277696,"N2O_283"
3.6875,1.244,0.539140461,"N2O_283"
4.1875,20.207,0.799431732,"N2O_283"
4.6875,7.772,0.628745556,"N2O_283"
5.1875,21.451,0.816507213,"N2O_283"
5.625,1.865,0.547664475,"N2O_283"
6.125,8.083,0.633014426,"N2O_283"
6.6875,15.855,0.739695002,"N2O_283"
7.25,9.326,0.650076181,"N2O_283"
7.75,15.855,0.739695002,"N2O_283"
8.25,-8.705,0.402577794,"N2O_283"
8.625,4.974,0.590339451,"N2O_283"
9.1875,-11.192,0.368440558,"N2O_283"
9.6875,-20.207,0.244698228,"N2O_283"
10.1875,-37.617,0.005723855,"N2O_283"
10.625,-13.057,0.342841064,"N2O_283"
11.125,-13.368,0.338572193,"N2O_283"
11.75,-15.233,0.312972698,"N2O_283"
12.1875,-20.518,0.240429358,"N2O_283"
12.6875,-18.342,0.270297723,"N2O_283"
13.25,-21.451,0.227622747,"N2O_283"
13.75,-12.746,0.347109934,"N2O_283"
14.1875,-20.829,0.236160488,"N2O_283"
14.625,-23.316,0.202023252,"N2O_283"
15.25,-17.409,0.283104333,"N2O_283"
15.6875,-24.249,0.189216642,"N2O_283"
16.1875,-11.503,0.364171688,"N2O_283"
16.6875,-38.034,0,"N2O_283"
17.125,-4.974,0.45379051,"N2O_283"
17.6875,-15.544,0.308703828,"N2O_283"
18.1875,-19.896,0.248967098,"N2O_283"
18.75,9.948,0.658613921,"N2O_283"
19.1875,15.544,0.735426132,"N2O_283"
19.8125,9.016,0.645821037,"N2O_283"
20.25,-1.244,0.504989499,"N2O_283"
20.75,26.736,0.889050554,"N2O_283"
21.1875,34.819,1,"N2O_283"
21.6875,-6.218,0.436715029,"N2O_283"
22.3125,15.233,0.731157262,"N2O_283"
22.8125,27.668,0.901843438,"N2O_283"
23.3125,10.881,0.671420532,"N2O_283"
23.8125,19.896,0.795162862,"N2O_283"
