"x","Curve1"
0.541,11.23043
1.628,11.18287
2.607,11.09143
3.369,11.02784
4.456,10.95237
5.327,10.90874
6.523,10.84128
7.502,10.82559
8.481,10.79793
9.46,10.78224
10.547,10.78652
11.309,10.80267
12.397,10.84282
13.376,10.91086
14.354,10.96694
15.551,11.05497
16.421,11.11102
17.509,11.15517
18.488,11.15941
19.575,11.08793
20.554,11.02439
21.533,10.94491
22.512,10.87739
23.491,10.83778
