"hour","N2O_flux","norm_flux","dataset"
0,4.1623,0.103087505579039,"N2O_125"
1.6291,3.9267,0.0721599411903699,"N2O_125"
3.5523,3.534,0.0206096248260653,"N2O_125"
6.6911,3.377,0,"N2O_125"
8.3794,3.6126,0.0309275643886687,"N2O_125"
10.7093,3.9267,0.0721599411903699,"N2O_125"
11.5867,3.8482,0.0618551287773373,"N2O_125"
12.197,5.0262,0.216492950720681,"N2O_125"
12.6041,5.9686,0.340203208275355,"N2O_125"
12.9454,7.6178,0.556696158996036,"N2O_125"
13.5247,10.0524,0.876289742445326,"N2O_125"
14.1682,10.9948,1,"N2O_125"
14.6731,10.3665,0.917522119247027,"N2O_125"
15.177,9.267,0.773189109716716,"N2O_125"
15.5121,8.1675,0.628856100186406,"N2O_125"
16.117,6.9895,0.474218278243062,"N2O_125"
17.0931,5.733,0.309275643886686,"N2O_125"
18.1375,4.8691,0.195870198745045,"N2O_125"
19.3529,4.9476,0.206175011158077,"N2O_125"
20.1961,4.6335,0.164942634356376,"N2O_125"
21.9176,4.6335,0.164942634356376,"N2O_125"
23.3344,4.2408,0.113392317992071,"N2O_125"
24.0767,4.0838,0.092782693166006,"N2O_125"
