"x","Curve1"
0.882,-15.113
1.9029,-17.847
2.9086,-19.897
3.8952,-21.601
4.9217,-23.118
5.9162,-23.212
6.9179,-21.252
7.9123,-15.894
8.9085,-9.655
9.8989,-2.321
10.9199,5.74
11.9143,12.898
12.9008,19.016
13.8969,23.205
14.9026,25.39
15.8987,25.224
16.9044,22.775
17.9045,19.375
18.9006,13.424
19.899,7.295
20.9064,2.342
21.9161,-2.879
22.9122,-7.029
23.9218,-9.995
