"hour","N2O_flux","norm_flux","dataset"
0.3113,39.308,0.138391558,"N2O_128"
1.0363,38.523,0.117631502,"N2O_128"
1.6431,36.299,0.058815751,"N2O_128"
1.8866,34.991,0.024224473,"N2O_128"
3.094,34.195,0.003173512,"N2O_128"
5.1442,34.206,0.003464417,"N2O_128"
6.7123,34.075,0,"N2O_128"
7.5556,34.598,0.013831222,"N2O_128"
8.1573,35.383,0.034591278,"N2O_128"
8.9979,37.477,0.089969058,"N2O_128"
9.8378,39.963,0.155713643,"N2O_128"
10.1963,41.925,0.207600561,"N2O_128"
10.6681,48.075,0.370243038,"N2O_128"
11.0204,53.57,0.515563431,"N2O_128"
11.1336,57.888,0.629756962,"N2O_128"
11.9672,64.037,0.792372993,"N2O_128"
12.2023,67.568,0.885753577,"N2O_128"
14.0039,71.888,1,"N2O_128"
14.4938,67.57,0.885806469,"N2O_128"
14.8628,63.383,0.775077354,"N2O_128"
15.2275,61.682,0.730092825,"N2O_128"
16.1944,60.505,0.698965964,"N2O_128"
17.5273,56.841,0.602068072,"N2O_128"
18.2555,54.224,0.53285907,"N2O_128"
18.7431,51.215,0.453283262,"N2O_128"
19.351,48.336,0.377145426,"N2O_128"
19.7176,45.589,0.304498453,"N2O_128"
20.4435,44.28,0.269880729,"N2O_128"
21.4132,41.402,0.193769339,"N2O_128"
22.1409,39.047,0.13148917,"N2O_128"
23.7135,36.299,0.058815751,"N2O_128"
