"x","Curve1"
0.0186,24.695
0.9262,24.094
1.9311,24.734
3.9732,26.057
5.0104,22.504
5.8856,22.545
7.1173,24.811
8.0268,25.645
8.9273,24.794
11.1141,24.824
11.9888,25.434
12.9922,25.16
14.0213,25.634
14.9989,25.666
15.9251,25.087
16.9541,25.459
17.9832,25.253
18.9609,25.421
19.9385,24.536
21.0447,20.934
22.0224,21.476
22.3054,22.019
22.8714,22.935
