"x","Curve1"
-0.0161,22.7857
2.9459,22.4821
4.0935,22.3036
5.2414,22.2143
5.797,22.2321
6.0191,22.1786
6.9089,22.4821
7.873,22.8393
8.5033,23.0714
8.9854,23.2857
12.0241,23.8036
14.994,26.0536
17.9192,25.8214
20.9533,24.8571
23.9861,23.4821
