"hour","N2O_flux","norm_flux","dataset"
0.1688,1336.6,0.808398347865994,"N2O_282"
0.6244,1038.7,0.466613125286829,"N2O_282"
1.216,1234.9,0.691716383662231,"N2O_282"
1.7214,719.1,0.0999311610830657,"N2O_282"
2.1375,908,0.316659017898118,"N2O_282"
2.7189,842.6,0.241624598439651,"N2O_282"
3.6518,806.3,0.199977053694355,"N2O_282"
4.128,1038.7,0.466613125286829,"N2O_282"
4.7134,1075.1,0.508375401560349,"N2O_282"
5.1633,632,0,"N2O_282"
5.7526,770,0.158329508949059,"N2O_282"
6.6917,893.5,0.300022946305645,"N2O_282"
7.272,799,0.191601652134006,"N2O_282"
7.6317,1038.7,0.466613125286829,"N2O_282"
8.1513,886.2,0.291647544745296,"N2O_282"
9.2044,937,0.349931161083066,"N2O_282"
9.6746,1016.9,0.441601652134006,"N2O_282"
10.2154,1409.2,0.891693437356586,"N2O_282"
10.6236,1394.7,0.875057365764112,"N2O_282"
11.7878,1300.2,0.766636071592474,"N2O_282"
12.2045,1503.6,1,"N2O_282"
12.842,1380.1,0.858306562643414,"N2O_282"
13.1868,1234.9,0.691716383662231,"N2O_282"
13.7758,1365.6,0.841670491050941,"N2O_282"
14.1752,1125.9,0.566659017898119,"N2O_282"
14.639,1038.7,0.466613125286829,"N2O_282"
15.1566,835.4,0.233363928407526,"N2O_282"
15.7555,1220.3,0.674965580541533,"N2O_282"
16.2244,1263.9,0.724988526847178,"N2O_282"
16.7378,951.6,0.366681964203763,"N2O_282"
17.2109,1104.1,0.541647544745296,"N2O_282"
17.7446,1314.8,0.783386874713171,"N2O_282"
18.2152,1401.9,0.883318035796237,"N2O_282"
18.7813,944.3,0.358306562643414,"N2O_282"
19.3263,1445.5,0.933340982101882,"N2O_282"
19.7224,1118.6,0.55828361633777,"N2O_282"
20.3664,1162.2,0.608306562643415,"N2O_282"
20.712,1038.7,0.466613125286829,"N2O_282"
21.2951,1016.9,0.441601652134006,"N2O_282"
21.6593,1372.9,0.85004589261129,"N2O_282"
22.2996,1322,0.791647544745296,"N2O_282"
22.9434,1358.4,0.833409821018816,"N2O_282"
23.2175,900.7,0.30828361633777,"N2O_282"
23.6819,828.1,0.224988526847178,"N2O_282"
