"x","Curve1"
1.02,21.09
7.642,20.031
9.049,20.748
10.103,23.048
11.393,24.029
12.975,24.457
13.502,26.333
14.323,27.286
14.792,29.003
16.257,29.959
17.839,30.149
19.421,28.465
20.945,25.884
22.82,24.069
24.929,22.783
