"hour","N2O_flux","norm_flux","dataset"
0.105,65.81,0,"N2O_181"
2.448,69.532,0.0863092477506723,"N2O_181"
4.689,71.621,0.134750950746684,"N2O_181"
6.829,75.747,0.230428531676097,"N2O_181"
8.866,75.791,0.231448845190613,"N2O_181"
9.273,82.737,0.392519246823115,"N2O_181"
10.496,91.741,0.601312494202764,"N2O_181"
11.82,100.339,0.80069103051665,"N2O_181"
13.042,108.934,1,"N2O_181"
14.978,104.487,0.896878768203321,"N2O_181"
16.506,97.174,0.727298024302013,"N2O_181"
17.83,86.185,0.472474724051572,"N2O_181"
19.765,81.738,0.369353492254893,"N2O_181"
21.395,74.019,0.190358037287821,"N2O_181"
