"hour","N2O_flux","norm_flux","dataset"
0.392,0.3744,0.303248687112101,"N2O_252"
0.9426,0.41271,0.390342601223089,"N2O_252"
1.3572,0.45267,0.481187623616068,"N2O_252"
1.7717,0.49264,0.572055379998636,"N2O_252"
2.1863,0.5326,0.662900402391616,"N2O_252"
2.601,0.57422,0.757519267056176,"N2O_252"
2.8772,0.5992,0.814308773046582,"N2O_252"
3.0838,0.61419,0.848387023438743,"N2O_252"
4.111,0.64754,0.924204878714165,"N2O_252"
5.0701,0.68088,1,"N2O_252"
5.956,0.67762,0.992588719394366,"N2O_252"
6.5645,0.63939,0.905676677200082,"N2O_252"
7.1729,0.60116,0.818764635005797,"N2O_252"
7.7131,0.56293,0.731852592811512,"N2O_252"
8.1865,0.53468,0.667629072225885,"N2O_252"
9.1363,0.4998,0.588332916543524,"N2O_252"
10.0179,0.46492,0.509036760861163,"N2O_252"
10.8316,0.4317,0.433514447450383,"N2O_252"
11.5764,0.39348,0.346625139245686,"N2O_252"
12.253,0.35526,0.259735831040989,"N2O_252"
12.9298,0.3187,0.176620365107873,"N2O_252"
14.0169,0.29049,0.112487780480597,"N2O_252"
15.5824,0.27063,0.0673380771591606,"N2O_252"
17.2176,0.26242,0.0486734717075499,"N2O_252"
18.7847,0.25421,0.0300088662559392,"N2O_252"
20.351,0.24101,0,"N2O_252"
21.9204,0.24944,0.019164753222543,"N2O_252"
23.2865,0.26784,0.0609952940641554,"N2O_252"
23.8372,0.30615,0.148089208175143,"N2O_252"
