"x","Curve1"
0.0625,11.643
0.9616,11.18
1.9044,10.86
2.89,10.5043
3.876,10.2201
4.8615,9.8644
5.8473,9.5444
6.8334,9.2959
7.8198,9.0831
8.8074,9.1202
9.7114,9.5502
10.4019,10.2298
11.0498,10.945
11.6547,11.6602
12.2171,12.4468
12.7792,13.1976
13.4271,13.9128
14.1602,14.5211
14.979,15.0937
15.9251,15.3808
16.9983,15.3467
17.9411,15.0267
18.8836,14.6352
19.8691,14.2796
20.7688,13.9238
21.7115,13.568
22.6974,13.2838
23.5969,12.8923
