"hour","N2O_flux","norm_flux","dataset"
0,29.357,0.156245299102442,"N2O_158"
0.9939,30.25,0.20102291530863,"N2O_158"
1.9864,28.315,0.103996389710676,"N2O_158"
2.9795,28.742,0.125407411121697,"N2O_158"
3.9863,28.813,0.128967557538986,"N2O_158"
4.9844,27.768,0.0765682194253623,"N2O_158"
5.9707,30.544,0.215764930050644,"N2O_158"
6.9973,29.822,0.179561750990322,"N2O_158"
7.9932,33.685,0.373263801835231,"N2O_158"
8.9871,35.944,0.486536629393772,"N2O_158"
9.957,34.345,0.406358120643835,"N2O_158"
10.9768,44.588,0.91997191997192,"N2O_158"
11.9871,45.342,0.957779672065386,"N2O_158"
12.9939,44.97,0.939126510555082,"N2O_158"
13.9965,46.184,1,"N2O_158"
15,43.167,0.848718848718849,"N2O_158"
15.9829,40.076,0.693727122298551,"N2O_158"
16.9802,39.073,0.643433786290929,"N2O_158"
17.9837,38.012,0.590232161660733,"N2O_158"
18.9939,36.182,0.498470641327784,"N2O_158"
19.9932,31.477,0.262548262548263,"N2O_158"
20.9837,30.029,0.189941332798476,"N2O_158"
22.0156,31.283,0.252820538534824,"N2O_158"
23.0095,26.241,0,"N2O_158"
