"x","Curve1"
0.22,15.499
1.182,15.585
4.506,14.591
6.108,15.196
7.701,17.097
9.607,20.251
11.113,21.565
13.119,21.656
14.195,22.091
16.965,21.111
18.184,20.268
20.01,19.451
23.741,18.276
