"hour","N2O_flux","norm_flux","dataset"
0.0923,8.698,0.0635670782440843,"N2O_124"
1.1093,7.435,0.0425500049921789,"N2O_124"
2.1684,6.587,0.0284387792458482,"N2O_124"
3.1851,5.74,0.0143441940959164,"N2O_124"
4.2019,4.893,0.000249608945984619,"N2O_124"
5.2607,4.878,0,"N2O_124"
6.2765,6.114,0.020567777149133,"N2O_124"
7.2067,9.85,0.0827370452957034,"N2O_124"
8.0514,15.252,0.172629547042966,"N2O_124"
8.6298,21.038,0.268912037807435,"N2O_124"
9.1881,31.48,0.442673145405531,"N2O_124"
9.5652,41.055,0.602006855925716,"N2O_124"
9.9284,50.442,0.758212134322894,"N2O_124"
10.3615,59.692,0.912137651013412,"N2O_124"
11.0315,64.972,1,"N2O_124"
11.7041,64.302,0.988850800412687,"N2O_124"
12.3786,59.003,0.900672280094519,"N2O_124"
13.0895,47.092,0.702466136386328,"N2O_124"
13.8461,32.666,0.462408892734716,"N2O_124"
14.3581,23.496,0.309814623756115,"N2O_124"
14.8171,15.333,0.173977435351283,"N2O_124"
15.2949,11.404,0.10859653209971,"N2O_124"
16.312,9.724,0.0806403301494326,"N2O_124"
17.2849,12.626,0.128931340899258,"N2O_124"
17.581,13.455,0.142726395314008,"N2O_124"
18.5967,15.107,0.170216660565115,"N2O_124"
19.5699,17.176,0.204646054514594,"N2O_124"
20.5436,17.996,0.218291343561753,"N2O_124"
21.5609,15.899,0.183396012913103,"N2O_124"
22.5785,12.97,0.134655706060505,"N2O_124"
23.554,9.624,0.0789762705095351,"N2O_124"
