"hour","N2O_flux","norm_flux","dataset"
1.0156,63.763,0.155385834714317,"N2O_155"
3.0031,52.98,0,"N2O_155"
4.9945,55.113,0.0307370848043808,"N2O_155"
7.0226,56.542,0.0513293464947043,"N2O_155"
9.0163,65.955,0.186973124864904,"N2O_155"
11.0514,90.163,0.535816701491462,"N2O_155"
13.0496,114.605,0.888032278982636,"N2O_155"
15.0797,122.375,1,"N2O_155"
17.0326,119.106,0.952892859716118,"N2O_155"
19.0198,107.384,0.783975790763023,"N2O_155"
21.0423,90.73,0.543987318971107,"N2O_155"
23.0659,77.365,0.351394192665178,"N2O_155"
