"hour","N2O_flux","norm_flux","dataset"
0.1975,211.17,0,"N2O_203"
0.9877,252.43,0.0974699392879923,"N2O_203"
2.1728,304.02,0.21934279842196,"N2O_203"
3.6543,335.03,0.292598804658524,"N2O_203"
5.2346,366.04,0.365854810895089,"N2O_203"
8.0988,402.3,0.451513075523848,"N2O_203"
8.8889,441.84,0.544919798729064,"N2O_203"
10.0741,489.99,0.658666225697479,"N2O_203"
11.7531,510.71,0.707613805485341,"N2O_203"
12.3457,541.66,0.780728071625995,"N2O_203"
12.9383,582.9,0.87815076421535,"N2O_203"
13.4321,613.84,0.951241407006685,"N2O_203"
14.0247,634.48,1,"N2O_203"
14.4198,625.92,0.979778412983393,"N2O_203"
15.3086,586.5,0.886655169969998,"N2O_203"
16,560.8,0.82594316222154,"N2O_203"
17.9753,581.54,0.874937988708039,"N2O_203"
18.963,590.2,0.895395809217831,"N2O_203"
19.4568,557.61,0.818407313788949,"N2O_203"
20.2469,518.19,0.725284070775555,"N2O_203"
21.037,477.04,0.628073988330065,"N2O_203"
22.321,420.48,0.49446032458482,"N2O_203"
23.5062,382.8,0.405447544352838,"N2O_203"
