"hour","N2O_flux","norm_flux","dataset"
0.0287,500.8156364,0.513878345,"N2O_122"
0.5561,4.581818182,0,"N2O_122"
1.0483,140.8221818,0.141084646,"N2O_122"
1.5054,278.8265455,0.283996014,"N2O_122"
1.9977,305.0116364,0.311112165,"N2O_122"
2.5075,277.0167273,0.282121845,"N2O_122"
3.0173,332.892,0.339983868,"N2O_122"
3.5096,193.1007273,0.195222054,"N2O_122"
4.0018,318.8716364,0.325464984,"N2O_122"
4.5117,390.4625455,0.399601442,"N2O_122"
5.0391,400.932,0.410443158,"N2O_122"
5.4962,393.8989091,0.403159992,"N2O_122"
6.006,219.1712727,0.222219586,"N2O_122"
6.5334,432.2945455,0.442920858,"N2O_122"
7.0432,468.9490909,0.480878725,"N2O_122"
7.5003,641.8898182,0.659968685,"N2O_122"
7.9926,800.856,0.824587208,"N2O_122"
8.52,661.0647273,0.679825394,"N2O_122"
9.0474,825.2541818,0.849852913,"N2O_122"
9.4869,970.2458182,1,"N2O_122"
10.0143,931.7814545,0.960167964,"N2O_122"
10.5241,952.7203636,0.981851395,"N2O_122"
11.0339,926.4894545,0.954687797,"N2O_122"
11.491,692.3356364,0.712208199,"N2O_122"
12.0009,790.1574545,0.813508256,"N2O_122"
12.5107,749.9290909,0.771849497,"N2O_122"
12.9678,683.5156364,0.703074587,"N2O_122"
13.5128,676.4825455,0.695791422,"N2O_122"
14.005,891.3698182,0.918319415,"N2O_122"
14.55,856.3876364,0.882093376,"N2O_122"
15.0423,816.1821818,0.840458341,"N2O_122"
15.5169,879.0447273,0.905556083,"N2O_122"
16.0092,975.1254545,1.005053141,"N2O_122"
16.519,884.2450909,0.910941355,"N2O_122"
17.0464,845.7578182,0.871085595,"N2O_122"
17.5035,611.604,0.628605997,"N2O_122"
18.0309,632.5429091,0.650289429,"N2O_122"
18.5232,492.7516364,0.505527614,"N2O_122"
19.033,595.7967273,0.612236667,"N2O_122"
19.4901,408.8356364,0.418627823,"N2O_122"
19.9999,414.036,0.424013095,"N2O_122"
20.5449,438.4570909,0.449302524,"N2O_122"
21.002,562.4869091,0.577742456,"N2O_122"
21.5118,214.7727273,0.217664642,"N2O_122"
22.0216,462.8323636,0.474544506,"N2O_122"
22.549,314.2898182,0.320720251,"N2O_122"
23.0237,426.0861818,0.436491744,"N2O_122"
23.4984,578.0650909,0.593874549,"N2O_122"
