"hour","N2O_flux","norm_flux","dataset"
0.0614,53.929,0.009177231,"N2O_121"
1.1396,55.444,0.046253243,"N2O_121"
2.2648,58.473,0.120380794,"N2O_121"
3.2492,63.013,0.231486467,"N2O_121"
4.2337,67.932,0.351867261,"N2O_121"
5.2182,72.85,0.472223582,"N2O_121"
6.2027,78.147,0.601855024,"N2O_121"
7.1872,83.066,0.722235818,"N2O_121"
8.2186,87.606,0.833341491,"N2O_121"
9.25,91.39,0.925945867,"N2O_121"
10.3751,94.038,0.990749351,"N2O_121"
11.5003,94.416,1,"N2O_121"
12.6254,93.66,0.981498703,"N2O_121"
13.7505,91.011,0.916670745,"N2O_121"
14.7819,87.228,0.824090842,"N2O_121"
15.7664,82.687,0.712960697,"N2O_121"
16.7509,77.39,0.583329255,"N2O_121"
17.6885,72.472,0.462972933,"N2O_121"
18.6261,67.553,0.342592139,"N2O_121"
19.6106,62.635,0.222235818,"N2O_121"
20.5951,58.473,0.120380794,"N2O_121"
21.6265,55.446,0.046302188,"N2O_121"
22.7517,53.932,0.009250649,"N2O_121"
23.783,53.554,0,"N2O_121"
