"hour","N2O_flux","norm_flux","dataset"
0.0289,36.61,0.286504092915613,"N2O_130"
1.0001,34.775,0.207860112287318,"N2O_130"
1.6139,31.629,0.0730296147087816,"N2O_130"
2.9378,32.416,0.106758667980971,"N2O_130"
4.512,30.581,0.0281146873526764,"N2O_130"
6.2,30.712,0.0337290532721896,"N2O_130"
7.0343,33.596,0.1573308190117,"N2O_130"
9.2038,33.989,0.174173916770239,"N2O_130"
9.5489,38.839,0.382034029057558,"N2O_130"
9.7738,43.558,0.584279775425363,"N2O_130"
10.3673,46.311,0.702267175245361,"N2O_130"
10.8362,50.243,0.870783868340976,"N2O_130"
13.0116,48.933,0.814640209145845,"N2O_130"
14.0862,52.079,0.949470706724382,"N2O_130"
15.0469,53.258,1,"N2O_130"
15.7773,51.292,0.915741653452192,"N2O_130"
17.8384,48.146,0.780911155873655,"N2O_130"
18.5738,44.738,0.634851926456092,"N2O_130"
19.6777,39.363,0.40449149273561,"N2O_130"
19.806,37.135,0.309004414348776,"N2O_130"
21.5035,34.513,0.196631380448292,"N2O_130"
22.3554,32.285,0.101144302061458,"N2O_130"
23.0871,29.925,0,"N2O_130"
