"x","Curve1"
0.23,17.702
1.841,16.773
4.095,15.866
5.645,15.996
7.121,19.538
8.767,21.655
9.724,22.584
10.74,22.606
12.297,21.763
13.202,22.606
14.115,21.979
15.071,23.124
16.738,21.893
18.846,18.523
22.551,16.492
