"hour","N2O_flux","norm_flux","dataset"
0.39,12.357,0,"N2O_177"
1.011,12.414,0.0016384489350082,"N2O_177"
3.486,12.785,0.0123027393716405,"N2O_177"
5.633,16.151,0.109057460691598,"N2O_177"
7.236,24.65,0.353358820316767,"N2O_177"
8.84,32.721,0.585357440570295,"N2O_177"
10.55,41.217,0.82957256604099,"N2O_177"
12.587,47.146,1,"N2O_177"
15.067,43.25,0.888010578056282,"N2O_177"
16.149,38.958,0.764638247721981,"N2O_177"
18.201,34.219,0.628417028371037,"N2O_177"
19.933,26.499,0.40650780419098,"N2O_177"
22.21,20.47,0.233205898416166,"N2O_177"
23.294,20.984,0.247980683549398,"N2O_177"
