"x","Curve1"
0.488,20.868
2.779,20.215
5.185,20.093
7.591,20.581
9.637,20.947
11.441,21.923
12.284,22.96
14.209,22.96
15.893,24.302
17.577,23.814
19.863,21.496
23.112,20.276
