"x","Curve1"
0.651,20.165
3.229,19.54
6.511,18.812
8.269,18.924
10.73,19.883
12.84,20.524
14.129,21.479
16.004,21.591
17.645,22.177
19.813,22.269
21.58,22.212
24.185,21.383
