"x","Curve1"
0.173,11.20891
1.899,11.10177
3.799,10.98201
5.698,10.90657
8.633,10.97696
10.705,11.05979
11.741,11.15499
12.777,11.24388
13.986,11.35812
14.849,11.44695
16.748,11.53606
18.82,11.51762
20.719,11.43584
21.755,11.36017
22.791,11.30981
23.655,11.27206
