"x","Curve1"
0.231,14
2.538,13.3
4.846,13.35
7.269,14.05
9,15.05
10.385,16.15
11.538,17.25
12.231,18
13.846,17.9
15.808,17.05
17.654,16.1
19.846,15.35
22.615,15.2
