"hour","N2O_flux","norm_flux","dataset"
0.0786,34.598,0.148440065681445,"N2O_129"
0.81,32.243,0.0781310643379609,"N2O_129"
2.7523,30.542,0.0273473652783998,"N2O_129"
4.9346,30.28,0.019525302283923,"N2O_129"
7.1175,29.626,0,"N2O_129"
8.812,31.065,0.0429616360650843,"N2O_129"
9.2937,32.897,0.0976563666218838,"N2O_129"
10.0173,34.991,0.16017316017316,"N2O_129"
10.982,37.869,0.246096432303329,"N2O_129"
11.3357,43.626,0.417972831765935,"N2O_129"
11.572,47.159,0.523451261382296,"N2O_129"
12.1688,52.523,0.683594566353187,"N2O_129"
12.5238,57.495,0.832034632034632,"N2O_129"
13.1224,61.813,0.960949395432154,"N2O_129"
15.4232,63.121,1,"N2O_129"
17.25,58.15,0.851589789520824,"N2O_129"
18.1064,53.57,0.714852963128825,"N2O_129"
19.9323,49.121,0.582027168234065,"N2O_129"
21.0325,43.757,0.421883863263173,"N2O_129"
21.7665,39.832,0.304702194357367,"N2O_129"
22.3773,37.084,0.222660098522168,"N2O_129"
