"hour","N2O_flux","norm_flux","dataset"
0,81.674,0.292216502885665,"N2O_160"
1.0068,79.333,0.219185774450164,"N2O_160"
1.9932,72.307,0,"N2O_160"
2.9795,74.063,0.0547808454219311,"N2O_160"
3.9863,83.87,0.360723756044299,"N2O_160"
5.0137,79.186,0.214599906410857,"N2O_160"
6,77.869,0.173514272344408,"N2O_160"
7.0068,74.795,0.0776165964748089,"N2O_160"
7.9932,78.747,0.200904695055374,"N2O_160"
9,76.698,0.136983309936047,"N2O_160"
9.9863,86.797,0.45203556387459,"N2O_160"
10.9932,82.114,0.305942910622368,"N2O_160"
12,88.7,0.511402277335829,"N2O_160"
13.0068,90.31,0.561628451099673,"N2O_160"
13.9932,104.362,1,"N2O_160"
15,99.532,0.84932147870847,"N2O_160"
15.9863,86.066,0.429231009202933,"N2O_160"
16.9932,91.481,0.598159413508033,"N2O_160"
18,80.504,0.255716736858525,"N2O_160"
19.0068,88.407,0.502261737638434,"N2O_160"
19.9932,76.844,0.141537981594135,"N2O_160"
21,79.04,0.210045234752769,"N2O_160"
21.9863,74.502,0.0684760567774136,"N2O_160"
22.9932,77.43,0.159819060988925,"N2O_160"
