"hour","N2O_flux","norm_flux","dataset"
2.629,10.5098,1,"N2O_123"
2.8941,9.757,0.92090193647358,"N2O_123"
3.1591,9.0401,0.84557595116262,"N2O_123"
3.4242,8.2874,0.766488394817858,"N2O_123"
3.6893,7.5704,0.691151902325239,"N2O_123"
3.9544,6.8177,0.612064345980478,"N2O_123"
4.2384,6.1367,0.540510438884978,"N2O_123"
4.5224,5.4198,0.465184453574018,"N2O_123"
4.7038,4.9581,0.416672795855968,"N2O_123"
5.0044,4.3323,0.35091885303605,"N2O_123"
5.32,3.735,0.288159456988852,"N2O_123"
5.7721,3.1979,0.231725384300169,"N2O_123"
6.1886,2.8039,0.190327088565034,"N2O_123"
6.662,2.6969,0.179084404190264,"N2O_123"
7.1353,2.6974,0.179136940098557,"N2O_123"
7.5898,2.7697,0.186733632437771,"N2O_123"
8.0631,2.8061,0.190558246561525,"N2O_123"
8.5176,2.8425,0.194382860685278,"N2O_123"
8.9909,2.8789,0.198207474809032,"N2O_123"
9.4643,2.9153,0.202032088932786,"N2O_123"
9.9187,3.0235,0.21340085948746,"N2O_123"
10.3731,3.1675,0.228531201075935,"N2O_123"
10.8275,3.2756,0.239889464448951,"N2O_123"
11.282,3.4554,0.258781377071228,"N2O_123"
11.547,3.4916,0.262584976831664,"N2O_123"
11.9825,3.7073,0.285248967669402,"N2O_123"
12.3991,4.1022,0.326741828039465,"N2O_123"
12.8156,4.4972,0.368245195591187,"N2O_123"
13.2701,4.8205,0.402214913893646,"N2O_123"
13.5351,4.8925,0.409780084687884,"N2O_123"
13.9896,4.8931,0.409843127777836,"N2O_123"
14.444,4.6426,0.383522637722884,"N2O_123"
14.8984,4.428,0.360974225883391,"N2O_123"
15.296,4.1415,0.33087115043132,"N2O_123"
15.5422,4.0701,0.323369022727034,"N2O_123"
15.9777,3.9272,0.308354260136803,"N2O_123"
16.4132,3.7125,0.285795341115653,"N2O_123"
16.8865,3.5338,0.26701900749162,"N2O_123"
17.3031,3.2115,0.233154361005747,"N2O_123"
17.5492,3.2118,0.233185882550723,"N2O_123"
17.9468,2.8895,0.19932123606485,"N2O_123"
18.3823,2.5673,0.165467096760636,"N2O_123"
18.7989,2.2092,0.127840879240961,"N2O_123"
19.2533,1.887,0.0939867399367468,"N2O_123"
19.6699,1.5289,0.0563605224170721,"N2O_123"
20.1243,1.3142,0.0338016033959211,"N2O_123"
20.5598,1.1355,0.0150252697718891,"N2O_123"
21.0142,0.9925,0,"N2O_123"
21.4686,1.0289,0.00382461412375357,"N2O_123"
21.942,1.173,0.018965462893888,"N2O_123"
22.4153,1.2452,0.0265516480514432,"N2O_123"
22.8698,1.3175,0.034148340390657,"N2O_123"
23.3388,1.4793,0.0511489603143749,"N2O_123"
